Title,Year,Certificate,Length,Genre,Rating
Childs Play,1988,R,87,"Horror, Thriller            ",6.7
Conan the Destroyer,1984,PG,103,"Action, Adventure, Fantasy            ",5.9
Rock of Ages,2012,PG-13,123,"Comedy, Drama, Musical            ",5.9
The Tuxedo,2002,PG-13,98,"Action, Comedy, Sci-Fi            ",5.4
The Searchers,1956,Passed,119,"Adventure, Drama, Western            ",7.8
Slither,2006,R,95,"Comedy, Horror, Sci-Fi            ",6.5
The Duchess,2008,PG-13,110,"Biography, Drama, History            ",6.9
The Good Dinosaur,2015,PG,93,"Animation, Adventure, Comedy            ",6.7
Inherent Vice,2014,R,148,"Comedy, Crime, Drama            ",6.6
Super,2010,R,96,"Action, Comedy, Crime            ",6.7
The Land Before Time,1988,G,69,"Animation, Adventure, Drama            ",7.4
Burlesque,2010,PG-13,119,"Drama, Music, Musical            ",6.4
Frida,2002,R,123,"Biography, Drama, Romance            ",7.3
Taxi,1998,Not Rated,89,"Action, Comedy, Crime            ",7.0
The Science of Sleep,2006,R,105,"Comedy, Drama, Fantasy            ",7.2
Persona,1966,Not Rated,83,"Drama, Thriller            ",8.1
Mona Lisa Smile,2003,PG-13,117,Drama            ,6.5
Collateral Damage,2002,R,108,"Action, Drama, Thriller            ",5.5
Star Trek IV: The Voyage Home,1986,PG,119,"Action, Adventure, Comedy            ",7.3
Scrooged,1988,PG-13,101,"Comedy, Drama, Fantasy            ",6.9
Wild at Heart,1990,R,125,"Crime, Drama, Thriller            ",7.2
Sky High,2005,PG,100,"Action, Comedy, Family            ",6.3
How to Lose Friends & Alienate People,2008,R,110,"Biography, Comedy, Drama            ",6.4
The Wedding Planner,2001,PG-13,103,"Comedy, Romance            ",5.3
The Uninvited,2009,PG-13,87,"Drama, Fantasy, Horror            ",6.3
The Manchurian Candidate,1962,PG-13,126,"Drama, Thriller            ",7.9
Sunshine Cleaning,2008,R,91,"Comedy, Drama            ",6.8
The Animatrix,2003,Unrated,100,"Animation, Action, Sci-Fi            ",7.3
Youre Next,2011,R,95,"Drama, Horror, Thriller            ",6.6
Species,1995,R,108,"Action, Horror, Sci-Fi            ",5.9
Under Siege,1992,R,103,"Action, Thriller            ",6.5
The Color Purple,1985,PG-13,154,Drama            ,7.7
Selma,2014,PG-13,128,"Biography, Drama, History            ",7.5
Six Days Seven Nights,1998,PG-13,102,"Action, Adventure, Comedy            ",5.9
The Flintstones,1994,PG,91,"Comedy, Family, Fantasy            ",5.0
Disconnect,2012,R,115,"Crime, Drama, Mystery            ",7.5
Ong-Bak: The Thai Warrior,2003,R,105,"Action, Crime, Thriller            ",7.1
Only Lovers Left Alive,2013,R,123,"Comedy, Drama, Fantasy            ",7.2
The Kings of Summer,2013,R,95,"Adventure, Comedy, Drama            ",7.1
House of 1000 Corpses,2003,R,89,Horror            ,6.0
The Incredible Burt Wonderstone,2013,PG-13,100,Comedy            ,5.9
Risky Business,1983,R,99,"Comedy, Crime, Drama            ",6.8
Blue Streak,1999,PG-13,93,"Action, Comedy, Crime            ",6.3
Speed 2: Cruise Control,1997,PG-13,121,"Action, Adventure, Crime            ",3.9
Ghost Town,2008,PG-13,102,"Comedy, Drama, Fantasy            ",6.7
Burnt,2015,R,101,"Comedy, Drama            ",6.6
The Long Kiss Goodnight,1996,R,121,"Action, Crime, Drama            ",6.8
Cocktail,1988,R,104,"Comedy, Drama, Romance            ",5.9
Case 39,2009,R,109,"Horror, Mystery, Thriller            ",6.2
Mission to Mars,2000,PG,114,"Adventure, Sci-Fi, Thriller            ",5.7
Hocus Pocus,1993,PG,96,"Comedy, Family, Fantasy            ",6.9
Hitchcock,2012,PG-13,98,"Biography, Drama, Romance            ",6.8
Days of Thunder,1990,PG-13,107,"Action, Drama, Sport            ",6.1
Videodrome,1983,R,87,"Horror, Sci-Fi, Thriller            ",7.2
Carol,2015,R,118,"Drama, Romance            ",7.2
Flipped,2010,PG,90,"Comedy, Drama, Romance            ",7.7
Star Trek: Generations,1994,PG,118,"Action, Adventure, Mystery            ",6.6
G.I. Jane,1997,R,125,"Action, Drama, War            ",6.0
21 & Over,2013,R,93,Comedy            ,5.8
Jack and Jill,2011,PG,91,Comedy            ,3.3
The Squid and the Whale,2005,R,81,"Comedy, Drama            ",7.3
Stay,2005,R,99,"Drama, Mystery, Thriller            ",6.7
Beverly Hills Cop III,1994,R,104,"Action, Comedy, Crime            ",5.5
God Bless America,2011,R,105,"Action, Comedy, Crime            ",7.1
Inkheart,2008,PG,106,"Adventure, Family, Fantasy            ",6.1
The Sitter,2011,R,81,Comedy            ,5.6
Death Sentence,2007,R,105,"Action, Crime, Thriller            ",6.7
Girl with a Pearl Earring,2003,PG-13,100,"Biography, Drama, Romance            ",6.9
Space Cowboys,2000,PG-13,130,"Action, Adventure, Thriller            ",6.5
Ghostbusters: Answer the Call,2016,PG-13,117,"Action, Comedy, Fantasy            ",6.8
In the Valley of Elah,2007,R,121,"Crime, Drama, Mystery            ",7.2
Penguins of Madagascar,2014,PG,92,"Animation, Action, Adventure            ",6.6
The Ruins,2008,R,90,"Adventure, Horror, Thriller            ",5.9
Heathers,1988,R,103,"Comedy, Crime            ",7.2
Frailty,2001,R,100,"Crime, Drama, Thriller            ",7.2
Weird Science,1985,PG-13,94,"Comedy, Romance, Sci-Fi            ",6.6
On Her Majestys Secret Service,1969,PG,142,"Action, Adventure, Thriller            ",6.7
Hot Rod,2007,PG-13,88,"Comedy, Sport            ",6.7
Pink Floyd: The Wall,1982,R,95,"Drama, Fantasy, Music            ",8.0
Delivery Man,2013,PG-13,105,"Comedy, Drama            ",6.3
The Words,2012,PG-13,102,"Drama, Mystery, Romance            ",7.0
Sex and the City 2,2010,R,146,"Comedy, Drama, Romance            ",4.5
The Pelican Brief,1993,PG-13,141,"Crime, Drama, Mystery            ",6.6
All Is Lost,2013,PG-13,106,"Action, Adventure, Drama            ",6.9
Black Book,2006,R,145,"Drama, Thriller, War            ",7.7
Go,1999,R,102,"Comedy, Crime            ",7.2
Do the Right Thing,1989,R,120,"Comedy, Drama            ",8.0
Be Cool,2005,PG-13,118,"Comedy, Crime, Music            ",5.6
Blindness,2008,R,121,"Drama, Mystery, Thriller            ",6.5
Martyrs,2008,R,99,Horror            ,7.0
Deuce Bigalow: Male Gigolo,1999,R,88,"Comedy, Romance            ",5.7
Fools Gold,2008,PG-13,112,"Action, Adventure, Comedy            ",5.7
Killer Joe,2011,R,102,"Crime, Drama, Thriller            ",6.7
Along Came a Spider,2001,R,104,"Drama, Thriller            ",6.4
Machete Kills,2013,R,107,"Action, Comedy, Crime            ",5.6
Solomon Kane,2009,R,104,"Action, Adventure, Fantasy            ",6.1
Entourage,2015,R,104,"Comedy, Drama            ",6.5
No Reservations,2007,PG,104,"Comedy, Drama, Romance            ",6.3
Kids,1995,Unrated,91,Drama            ,7.0
Whatever Works,2009,PG-13,93,"Comedy, Romance            ",7.1
Whats Your Number?,2011,R,106,"Comedy, Romance            ",6.0
"Hail, Caesar!",2016,PG-13,106,"Comedy, Drama, Mystery            ",6.3
Morning Glory,2010,PG-13,107,"Comedy, Drama, Romance            ",6.5
Garfield: The Movie,2004,PG,80,"Adventure, Comedy, Family            ",5.0
The SpongeBob SquarePants Movie,2004,PG,87,"Animation, Adventure, Comedy            ",7.1
Nymphomaniac: Vol. II,2013,Not Rated,124,Drama            ,6.6
Bewitched,2005,PG-13,102,"Comedy, Fantasy, Romance            ",4.8
Elizabethtown,2005,PG-13,123,"Comedy, Drama, Romance            ",6.3
Star Trek III: The Search for Spock,1984,PG,105,"Action, Adventure, Sci-Fi            ",6.6
Run Fatboy Run,2007,PG-13,100,"Comedy, Romance, Sport            ",6.5
White Men Cant Jump,1992,R,115,"Comedy, Sport            ",6.8
Shaft,2000,R,99,"Action, Crime, Thriller            ",6.0
Lost in Space,1998,PG-13,130,"Action, Adventure, Family            ",5.2
The African Queen,1951,PG,105,"Adventure, Drama, Romance            ",7.7
Failure to Launch,2006,PG-13,97,"Comedy, Romance            ",5.6
Rio 2,2014,G,101,"Animation, Adventure, Comedy            ",6.3
Fallen,1998,R,124,"Action, Crime, Drama            ",7.0
House at the End of the Street,2012,PG-13,101,"Drama, Horror, Thriller            ",5.5
Ninja Assassin,2009,R,99,"Action, Thriller            ",6.3
Upside Down,2012,PG-13,109,"Drama, Fantasy, Romance            ",6.3
Star Trek: Nemesis,2002,PG-13,116,"Action, Adventure, Sci-Fi            ",6.4
A Lot Like Love,2005,PG-13,107,"Comedy, Drama, Romance            ",6.6
Backdraft,1991,R,137,"Action, Drama, Mystery            ",6.7
The Station Agent,2003,R,89,"Comedy, Drama            ",7.6
Volcano,1997,PG-13,104,"Action, Drama, Sci-Fi            ",5.5
The Haunting,1999,PG-13,113,"Fantasy, Horror, Mystery            ",5.0
Holes,2003,PG,117,"Adventure, Comedy, Drama            ",7.0
The Road to El Dorado,2000,PG,89,"Animation, Adventure, Comedy            ",6.9
The Last Witch Hunter,2015,PG-13,106,"Action, Adventure, Fantasy            ",5.9
Domino,2005,R,127,"Action, Biography, Crime            ",5.9
The Siege,1998,R,116,"Action, Thriller            ",6.4
Act of Valor,2012,R,110,"Action, Adventure, Thriller            ",6.4
The Sandlot,1993,PG,101,"Comedy, Drama, Family            ",7.8
Ever After: A Cinderella Story,1998,PG-13,121,"Drama, Romance            ",7.1
Speed Racer,2008,PG,135,"Action, Adventure, Comedy            ",6.1
The Color of Money,1986,R,119,"Drama, Sport            ",7.0
Seabiscuit,2003,PG-13,140,"Drama, History, Sport            ",7.3
Eden Lake,2008,R,91,"Horror, Thriller            ",6.7
A Perfect World,1993,PG-13,138,"Crime, Drama, Thriller            ",7.5
The Forgotten,2004,PG-13,91,"Drama, Mystery, Sci-Fi            ",5.8
Bloodsport,1988,R,92,"Action, Biography, Drama            ",6.8
Just Married,2003,PG-13,95,"Comedy, Romance            ",5.5
Clue,1985,PG,94,"Comedy, Crime, Mystery            ",7.2
Swades,2004,Not Rated,189,"Drama, Musical            ",8.2
Quarantine,2008,R,89,"Horror, Sci-Fi, Thriller            ",6.0
The Human Centipede (First Sequence),2009,R,92,Horror            ,4.4
The Outsiders,1983,PG,91,"Crime, Drama            ",7.0
Dark Skies,2013,PG-13,97,"Horror, Sci-Fi, Thriller            ",6.3
Changing Lanes,2002,R,98,"Drama, Thriller            ",6.5
Self/less,2015,PG-13,117,"Action, Mystery, Sci-Fi            ",6.5
What to Expect When Youre Expecting,2012,PG-13,110,"Comedy, Drama, Romance            ",5.7
Alvin and the Chipmunks,2007,PG,92,"Adventure, Comedy, Family            ",5.2
Addams Family Values,1993,PG-13,94,"Comedy, Fantasy            ",6.8
Project Almanac,2015,PG-13,106,"Drama, Mystery, Sci-Fi            ",6.3
A Most Wanted Man,2014,R,122,"Crime, Drama, Thriller            ",6.7
The Craft,1996,R,101,"Drama, Fantasy, Horror            ",6.4
The Last Castle,2001,R,131,"Action, Drama, Thriller            ",6.9
Bandits,2001,PG-13,123,"Comedy, Crime, Drama            ",6.5
Romeo Must Die,2000,R,115,"Action, Crime, Thriller            ",6.1
Detachment,2011,Not Rated,98,Drama            ,7.7
Bowfinger,1999,PG-13,97,Comedy            ,6.5
Shaolin Soccer,2001,PG,87,"Action, Comedy, Fantasy            ",7.3
I Heart Huckabees,2004,R,107,Comedy            ,6.5
Mysterious Skin,2004,Unrated,105,Drama            ,7.6
House of Sand and Fog,2003,R,126,"Crime, Drama            ",7.5
Charlie Bartlett,2007,R,97,"Comedy, Drama, Romance            ",6.9
Harold and Maude,1971,PG,91,"Comedy, Drama, Romance            ",7.9
Star Trek: Insurrection,1998,PG,103,"Action, Adventure, Sci-Fi            ",6.4
Double Jeopardy,1999,R,105,"Crime, Drama, Mystery            ",6.5
Amistad,1997,R,155,"Biography, Drama, History            ",7.3
Dragonball Evolution,2009,PG,85,"Action, Adventure, Fantasy            ",2.5
The Postman,1997,R,177,"Action, Adventure, Drama            ",6.1
A Perfect Getaway,2009,R,98,"Drama, Mystery, Thriller            ",6.5
I Spit on Your Grave,2010,R,108,"Horror, Thriller            ",6.2
Whos Afraid of Virginia Woolf?,1966,Not Rated,131,Drama            ,8.0
Johnny Mnemonic,1995,R,96,"Action, Drama, Sci-Fi            ",5.6
The Texas Chainsaw Massacre: The Beginning,2006,R,91,Horror            ,5.8
Chloe,2009,R,96,"Drama, Mystery, Thriller            ",6.3
George of the Jungle,1997,PG,92,"Action, Adventure, Comedy            ",5.5
"Jeff, Who Lives at Home",2011,R,83,"Comedy, Drama            ",6.4
Dope,2015,R,103,"Adventure, Comedy, Crime            ",7.2
Windtalkers,2002,R,134,"Action, Drama, War            ",6.1
District B13,2004,R,84,"Action, Crime, Sci-Fi            ",7.1
The Messenger: The Story of Joan of Arc,1999,R,148,"Adventure, Biography, Drama            ",6.4
Wolf Creek,2005,R,99,"Horror, Thriller            ",6.2
Four Lions,2010,R,97,"Comedy, Crime, Drama            ",7.3
Dreamgirls,2006,PG-13,130,"Drama, Music, Musical            ",6.6
The Edge,1997,R,117,"Action, Adventure, Drama            ",6.9
My Girl,1991,PG,102,"Comedy, Drama, Family            ",6.9
Doctor Zhivago,1965,PG-13,197,"Drama, Romance, War            ",7.9
Hotel Transylvania 2,2015,PG,89,"Animation, Adventure, Comedy            ",6.6
Practical Magic,1998,PG-13,104,"Comedy, Drama, Fantasy            ",6.3
"Synecdoche, New York",2008,R,124,Drama            ,7.5
Whip It,2009,PG-13,111,"Drama, Sport            ",6.9
Walk Hard: The Dewey Cox Story,2007,R,96,"Comedy, Music            ",6.8
The City of Lost Children,1995,R,112,"Adventure, Drama, Fantasy            ",7.5
M*A*S*H,1970,R,116,"Comedy, Drama, War            ",7.4
Love Me If You Dare,2003,R,93,"Comedy, Drama, Romance            ",7.5
[Rec]²,2009,R,85,"Horror, Thriller            ",6.5
Twin Peaks: Fire Walk with Me,1992,R,134,"Drama, Horror, Mystery            ",7.3
The Debt,2010,R,113,"Drama, Thriller            ",6.8
The Iceman,2012,R,106,"Biography, Crime, Drama            ",6.8
The Great Beauty,2013,Not Rated,141,Drama            ,7.7
I Still Know What You Did Last Summer,1998,R,100,"Horror, Mystery, Thriller            ",4.7
Star Trek VI: The Undiscovered Country,1991,PG,110,"Action, Adventure, Sci-Fi            ",7.2
First Knight,1995,PG-13,134,"Action, Adventure, Drama            ",6.0
Happiness,1998,NC-17,134,"Comedy, Drama            ",7.7
Big Eyes,2014,PG-13,106,"Biography, Crime, Drama            ",7.0
Audition,1999,R,115,"Drama, Horror, Mystery            ",7.1
Father of the Bride,1991,PG,105,"Comedy, Family, Romance            ",6.5
Fatal Attraction,1987,R,119,"Drama, Thriller            ",6.9
High Tension,2003,R,91,Horror            ,6.7
A Very Harold & Kumar Christmas,2011,R,90,"Adventure, Comedy            ",6.2
Nikita,1990,R,117,"Action, Crime, Drama            ",7.3
Pretty in Pink,1986,PG-13,97,"Comedy, Drama, Romance            ",6.7
Horns,2013,R,120,"Comedy, Fantasy, Horror            ",6.4
Elizabeth: The Golden Age,2007,PG-13,114,"Biography, Drama, History            ",6.8
Beerfest,2006,R,110,Comedy            ,6.2
Wonder Boys,2000,R,107,"Comedy, Drama            ",7.2
Splash,1984,PG,111,"Comedy, Fantasy, Romance            ",6.3
Hackers,1995,PG-13,105,"Crime, Drama, Romance            ",6.2
The 5th Wave,2016,PG-13,112,"Action, Adventure, Sci-Fi            ",5.2
The Bridges of Madison County,1995,PG-13,135,"Drama, Romance            ",7.6
Dead Snow,2009,Not Rated,91,"Comedy, Fantasy, Horror            ",6.3
Harsh Times,2005,R,116,"Action, Crime, Drama            ",6.8
Short Term 12,2013,R,96,Drama            ,7.9
Arsenic and Old Lace,1944,Not Rated,118,"Comedy, Crime, Thriller            ",7.9
Bottle Rocket,1996,R,91,"Comedy, Crime, Drama            ",6.9
Made of Honor,2008,PG-13,101,"Comedy, Romance            ",5.8
Stigmata,1999,R,103,"Horror, Mystery            ",6.2
Seventh Son,2014,PG-13,102,"Action, Adventure, Fantasy            ",5.5
Deliver Us from Evil,2014,R,118,"Crime, Fantasy, Horror            ",6.2
Jersey Girl,2004,PG-13,102,"Comedy, Drama, Romance            ",6.2
Mercury Rising,1998,R,111,"Action, Crime, Drama            ",6.1
Gunday,2014,Not Rated,152,"Action, Drama, Musical            ",2.7
Strange Days,1995,R,145,"Crime, Drama, Sci-Fi            ",7.2
Peter Pan,2003,PG,113,"Adventure, Family, Fantasy            ",6.8
Dead Man Down,2013,R,118,"Action, Crime, Drama            ",6.4
This Is Where I Leave You,2014,R,103,"Comedy, Drama            ",6.6
Open Range,2003,R,139,"Action, Drama, Romance            ",7.4
Into the Storm,2014,PG-13,89,"Action, Adventure, Drama            ",5.8
Surfs Up,2007,PG,85,"Animation, Adventure, Comedy            ",6.7
Troll Hunter,2010,PG-13,103,"Drama, Fantasy, Horror            ",6.9
Midnight Run,1988,R,126,"Action, Comedy, Crime            ",7.5
The Devils Double,2011,R,109,"Biography, Drama, Thriller            ",7.1
Mystery Men,1999,PG-13,121,"Action, Comedy, Fantasy            ",6.1
Solaris,1972,PG,167,"Drama, Mystery, Sci-Fi            ",8.0
Escape from L.A.,1996,R,101,"Action, Adventure, Sci-Fi            ",5.7
My Super Ex-Girlfriend,2006,PG-13,96,"Comedy, Romance, Sci-Fi            ",5.2
The Spirit,2008,PG-13,103,"Action, Crime, Fantasy            ",4.7
TMNT,2007,PG,87,"Animation, Action, Adventure            ",6.2
Midnight Express,1978,R,121,"Biography, Crime, Drama            ",7.5
Fruitvale Station,2013,R,85,"Biography, Crime, Drama            ",7.5
Insidious: Chapter 3,2015,PG-13,97,"Horror, Mystery, Thriller            ",6.1
The Man Who Shot Liberty Valance,1962,Approved,123,"Drama, Western            ",8.1
Coherence,2013,Not Rated,89,"Drama, Mystery, Sci-Fi            ",7.2
American Ultra,2015,R,96,"Action, Comedy            ",6.1
The Princess Diaries 2: Royal Engagement,2004,G,113,"Comedy, Family, Romance            ",5.8
The Eagle,2011,PG-13,114,"Action, Adventure, Drama            ",6.2
Junior,1994,PG-13,109,"Comedy, Romance, Sci-Fi            ",4.7
The Man with the Iron Fists,2012,R,95,Action            ,5.4
Caché,2005,R,117,"Drama, Mystery, Thriller            ",7.3
Saturday Night Fever,1977,R,118,"Drama, Music            ",6.8
The General,1926,Passed,78,"Action, Adventure, Comedy            ",8.1
Lady Vengeance,2005,R,115,"Crime, Drama, Thriller            ",7.5
Three Amigos!,1986,PG,104,"Comedy, Western            ",6.5
Quiz Show,1994,PG-13,133,"Biography, Drama, History            ",7.5
Frank,2014,R,95,"Comedy, Drama, Music            ",6.9
Joy Ride,2001,R,97,"Action, Mystery, Thriller            ",6.6
Barfi!,2012,Not Rated,151,"Comedy, Drama, Romance            ",8.1
Red State,2011,R,88,"Action, Crime, Horror            ",6.1
Daddys Home,2015,PG-13,96,"Comedy, Family            ",6.2
The Boondock Saints II: All Saints Day,2009,R,118,"Action, Crime, Thriller            ",6.2
